116,2020,036084,,,1,90-932000,            Local Government Excluding Education,"55,400","56,000","56,100","55,900","56,400","57,500","59,700","58,200","56,900","56,100","55,900","55,600","55,500","55,800","55,800","55,500","55,900","56,900","57,500","57,100","55,300","55,100","55,100","54,800","54,300","54,800","55,000","55,000","55,500","56,500","57,500","56,900","55,700","55,400","55,500","55,200","54,500","54,700","55,200","55,500","55,900","56,900","58,000","57,700","56,400","56,700","56,500","56,300","56,200","56,500","56,700","57,100","57,100","58,400","59,600","59,000","57,500","57,600","57,500","57,300","57,500","57,600","57,700","57,800","57,900","59,000","60,000","59,600","58,300","57,900","58,000","57,800","57,400","57,800","57,800","58,100","58,700","60,500","61,000","60,600","59,500","58,900","58,800","58,600","58,500","58,500","58,200","58,300","59,200","60,700","61,400","61,000","59,800","59,500","59,200","59,000","58,800","58,900","59,300","59,500","60,000","61,800","61,700","61,200","60,100","59,600","59,300","59,400","59,000","59,200","59,400","59,500","60,200","62,300","62,400","62,500","61,000","60,200","60,200","60,300","60,200","60,500","61,000","57,300","56,400","57,100","59,000","57,400","57,600","57,900","58,100","57,100","57,100","57,100","56,900","57,000","57,400","58,900","58,400","58,400","57,500","57,100","57,300"
117,2020,036084,,,1,90-939012,            County,"22,400","22,500","22,500","22,400","22,500","22,700","22,700","22,500","22,600","22,600","22,500","22,400","22,500","22,400","22,400","22,200","22,300","22,400","22,400","22,300","22,300","22,300","22,200","22,200","22,200","22,300","22,400","22,300","22,500","22,600","22,600","22,600","22,700","22,700","22,800","22,700","22,500","22,600","22,800","22,800","22,800","22,900","23,200","23,200","23,300","23,400","23,700","23,700","23,700","23,700","23,800","23,700","23,900","24,200","24,500","24,200","24,300","24,500","24,500","24,500","24,800","24,800","25,000","24,900","24,900","25,200","25,200","25,000","25,000","25,000","25,100","25,000","24,900","24,900","25,000","25,000","25,200","25,500","25,300","25,300","25,400","25,600","25,400","25,300","25,300","25,200","24,800","24,600","25,200","25,300","25,000","25,000","25,000","25,300","25,200","25,200","25,200","25,300","25,300","25,400","25,500","25,900","25,200","25,200","25,200","25,400","25,500","25,200","25,200","25,200","25,200","25,100","25,300","25,700","25,300","25,300","25,400","25,300","25,300","25,300","25,400","25,600","25,700","25,200","25,000","25,200","25,100","25,100","25,200","25,500","25,600","25,000","25,200","25,300","25,200","25,200","25,300","25,500","25,500","25,500","25,500","25,400","25,500"
118,2020,036084,,,1,90-939022,            City,"17,600","17,600","17,600","17,600","17,800","18,200","20,000","19,000","18,200","18,000","18,000","17,800","17,800","18,000","18,000","17,900","18,100","18,700","19,300","19,000","17,600","17,500","17,400","17,200","17,000","17,200","17,300","17,200","17,300","17,900","18,800","18,300","17,300","17,200","17,100","16,900","16,600","16,600","16,900","16,900","17,200","17,900","18,600","18,400","17,200","17,500","17,000","16,900","16,900","17,100","17,100","17,100","17,300","18,100","18,700","18,400","17,400","17,400","17,300","17,200","17,100","17,200","17,200","17,200","17,500","18,100","18,900","18,700","17,700","17,500","17,500","17,400","17,200","17,500","17,300","17,500","17,800","18,800","19,400","19,000","18,000","17,500","17,600","17,500","17,400","17,400","17,400","17,500","17,700","18,700","19,500","19,200","18,100","17,800","17,600","17,500","17,400","17,500","17,700","17,700","17,900","19,100","19,600","19,300","18,300","17,900","17,600","17,800","17,600","17,700","17,800","17,900","18,100","19,400","19,900","19,900","18,400","18,000","18,000","18,000","17,900","18,000","18,500","16,600","15,600","15,900","17,300","16,100","16,000","16,000","16,100","15,900","15,700","15,600","15,700","15,700","15,900","16,900","16,800","16,700","16,000","15,900","15,900"
119,2020,036084,"931150, 939032",,1,90-932994,            Special Districts plus Indian Tribes,"15,500","15,800","15,900","15,900","16,200","16,600","17,000","16,800","16,200","15,500","15,400","15,400","15,300","15,400","15,400","15,400","15,500","15,800","15,800","15,800","15,400","15,300","15,500","15,400","15,100","15,300","15,300","15,500","15,700","16,000","16,100","16,000","15,700","15,500","15,600","15,600","15,400","15,500","15,500","15,800","15,900","16,100","16,200","16,100","15,900","15,800","15,800","15,700","15,600","15,700","15,800","16,300","15,900","16,100","16,400","16,400","15,800","15,700","15,700","15,600","15,600","15,600","15,500","15,700","15,500","15,700","15,900","15,900","15,600","15,400","15,400","15,400","15,300","15,400","15,500","15,600","15,700","16,200","16,300","16,300","16,100","15,800","15,800","15,800","15,800","15,900","16,000","16,200","16,300","16,700","16,900","16,800","16,700","16,400","16,400","16,300","16,200","16,100","16,300","16,400","16,600","16,800","16,900","16,700","16,600","16,300","16,200","16,400","16,200","16,300","16,400","16,500","16,800","17,200","17,200","17,300","17,200","16,900","16,900","17,000","16,900","16,900","16,800","15,500","15,800","16,000","16,600","16,200","16,400","16,400","16,400","16,200","16,200","16,200","16,000","16,100","16,200","16,500","16,100","16,200","16,000","15,800","15,900"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES: The unemployment rate is calculated using unrounded data. Data may not add due to rounding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note on column C:  County FIPS code or MSA designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note on column E:  the historical series has a non-economic break in January of years displayed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note on column F:  a '1' means the cell is currently estimated & published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                             a '2' means the cell is currently published but is determined by addition or subtraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"                             a '5' means the cell is currently published, is made up of multiple NAICS codes and is determined by addition or subtraction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note on column G:  'SS-NAICS' refers to the North American Industry Classification System.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
