OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
106190298,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,930000052,Parent Facility,250 S GRAND AVE,GLENDORA,91741,19,Los Angeles,Emergency - Basic,105,Open,1973-03-26,Hospital,General Acute Care Hospital,34.13384,-117.87244
106190305,KINDRED HOSPITAL - LOS ANGELES,930000053,Parent Facility,5525 W SLAUSON AVE,LOS ANGELES,90056,19,Los Angeles,None,81,Open,1958-04-28,Hospital,General Acute Care Hospital,33.99021,-118.378431
106190315,GARFIELD MEDICAL CENTER,930000057,Parent Facility,525 N GARFIELD AVE,MONTEREY PARK,91754,19,Los Angeles,Emergency - Basic,210,Open,1946-01-01,Hospital,General Acute Care Hospital,34.06826,-118.12302
106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,930000058,Parent Facility,1891 EFFIE ST,LOS ANGELES,90026,19,Los Angeles,Not Applicable,55,Open,1974-07-02,Hospital,Acute Psychiatric Hospital,34.08515,-118.256571
106190323,ADVENTIST HEALTH GLENDALE,930000059,Parent Facility,1509 Wilson Ter,Glendale,91206,19,Los Angeles,Emergency - Basic,515,Open,1946-01-01,Hospital,General Acute Care Hospital,34.14951,-118.23109
106190328,GLENDORA HOSPITAL,930000060,Parent Facility,150 W Route 66,Glendora,91740,19,Los Angeles,Not Applicable,63,Open,1958-06-12,Hospital,Acute Psychiatric Hospital,34.12736,-117.86498
106190352,GREATER EL MONTE COMMUNITY HOSPITAL,930000063,Parent Facility,1701 SANTA ANITA AVE,SOUTH EL MONTE,91733,19,Los Angeles,Emergency - Basic,117,Open,1974-07-01,Hospital,General Acute Care Hospital,34.04827,-118.04257
106190380,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,930000066,Parent Facility,6245 DE LONGPRE AVE,HOLLYWOOD,90028,19,Los Angeles,None,100,Open,1963-02-08,Hospital,General Acute Care Hospital,34.09628,-118.32501
106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,930000067,Parent Facility,1300 N VERMONT AVE,LOS ANGELES,90027,19,Los Angeles,Emergency - Basic,434,Open,1946-01-01,Hospital,General Acute Care Hospital,34.09557,-118.29163
106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,930000404,Parent Facility,15031 RINALDI ST,MISSION HILLS,91345,19,Los Angeles,Emergency - Basic,377,Open,1961-06-21,Hospital,General Acute Care Hospital,34.2791,-118.45951
106190392,PIH HEALTH GOOD SAMARITAN HOSPITAL,930000071,Parent Facility,1225 WILSHIRE BLVD,LOS ANGELES,90017,19,Los Angeles,Emergency - Basic,408,Open,1946-01-01,Hospital,General Acute Care Hospital,34.05324,-118.26522
106190400,HUNTINGTON MEMORIAL HOSPITAL,930000372,Parent Facility,100 W CALIFORNIA BLVD,PASADENA,91105,19,Los Angeles,Emergency - Basic,619,Open,1946-01-01,Hospital,General Acute Care Hospital,34.13565,-118.1518
106190410,L.A. DOWNTOWN MEDICAL CENTER - INGLESIDE CAMPUS D/P APH,930000137,Distinct Part Facility,7500 Hellman Ave,Rosemead,91770,19,Los Angeles,None,118,Open,1996-08-13,Hospital,General Acute Care Hospital,34.0692926,-118.1057269
106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,930000131,Consolidated Facility,210 W SAN BERNARDINO RD,COVINA,91723,19,Los Angeles,Emergency - Basic,191,Open,1946-03-28,Hospital,General Acute Care Hospital,34.08993,-117.89264
106190422,TORRANCE MEMORIAL MEDICAL CENTER,930000076,Parent Facility,3330 Lomita Blvd,Torrance,90505,19,Los Angeles,Emergency - Basic,610,Open,1971-03-29,Hospital,General Acute Care Hospital,33.8119157,-118.3434945
106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,930000077,Parent Facility,4867 W SUNSET BLVD,LOS ANGELES,90027,19,Los Angeles,Emergency - Basic,492,Open,1953-05-01,Hospital,General Acute Care Hospital,34.09875,-118.295371
106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,930000079,Parent Facility,25825 VERMONT AVE,HARBOR CITY,90710,19,Los Angeles,Emergency - Basic,257,Open,1959-01-14,Hospital,General Acute Care Hospital,33.78926,-118.29373
106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,930000080,Parent Facility,13652 Cantara St,Panorama City,91402,19,Los Angeles,Emergency - Basic,218,Open,1963-06-21,Hospital,General Acute Care Hospital,34.2198,-118.43103
106190434,KAISER FOUNDATION HOSPITAL - WEST LA,930000081,Parent Facility,6041 CADILLAC AVE,LOS ANGELES,90034,19,Los Angeles,Emergency - Basic,265,Open,1974-09-16,Hospital,General Acute Care Hospital,34.03793,-118.37568
106190449,KINDRED HOSPITAL - LA MIRADA,930000084,Parent Facility,14900 Imperial Hwy,La Mirada,90638,19,Los Angeles,None,118,Open,1961-07-27,Hospital,General Acute Care Hospital,33.91709,-118.01321
106190458,KINDRED HOSPITAL - SAN GABRIEL VALLEY,930000084,Consolidated Facility,845 N LARK ELLEN AVE,WEST COVINA,91791,19,Los Angeles,None,76,Open,1956-06-12,Hospital,General Acute Care Hospital,34.0857,-117.91669
106190462,AURORA LAS ENCINAS HOSPITAL,930000087,Parent Facility,2900 E Del Mar Blvd,Pasadena,91107,19,Los Angeles,Not Applicable,118,Open,1946-01-01,Hospital,Acute Psychiatric Hospital,34.14213,-118.09041
106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,930000089,Parent Facility,4101 TORRANCE BLVD,TORRANCE,90503,19,Los Angeles,Emergency - Basic,327,Open,1959-12-21,Hospital,General Acute Care Hospital,33.83891,-118.356771
106190475,COMMUNITY HOSPITAL LONG BEACH,930000090,Parent Facility,1720 TERMINO AVE,LONG BEACH,90804,19,Los Angeles,Emergency - Basic,158,Open,2021-01-12,Hospital,General Acute Care Hospital,33.78871,-118.14578
106190477,COLLEGE MEDICAL CENTER SOUTH CAMPUS D/P APH,930000117,Distinct Part Facility,1725 PACIFIC AVE,LONG BEACH,90813,19,Los Angeles,None,36,Open,2002-11-21,Hospital,General Acute Care Hospital,33.78868,-118.19382
106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,930000096,Parent Facility,4650 Lincoln Blvd,Marina del Rey,90292,19,Los Angeles,Emergency - Basic,133,Open,1970-04-17,Hospital,General Acute Care Hospital,33.98125,-118.43971
106190517,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,930000097,Parent Facility,18321 CLARK ST,TARZANA,91356,19,Los Angeles,Emergency - Basic,249,Open,1973-10-02,Hospital,General Acute Care Hospital,34.17067,-118.532001
106190521,MEMORIAL HOSPITAL OF GARDENA,930000098,Parent Facility,1145 W REDONDO BEACH BLVD,GARDENA,90247,19,Los Angeles,Emergency - Basic,172,Open,1949-05-13,Hospital,General Acute Care Hospital,33.89246,-118.29493
106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,930000099,Parent Facility,1420 S CENTRAL AVE,GLENDALE,91204,19,Los Angeles,Emergency - Basic,334,Open,1946-01-01,Hospital,General Acute Care Hospital,34.1284,-118.25769
106190523,COLLEGE MEDICAL CENTER HAWTHORNE CAMPUS,930000117,Distinct Part Facility,13300 Hawthorne Blvd,Hawthorne,90250,19,Los Angeles,None,64,Open,2014-10-09,Hospital,General Acute Care Hospital,33.91145,-118.35238
106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,930000101,Parent Facility,14850 ROSCOE BLVD,PANORAMA CITY,91402,19,Los Angeles,Emergency - Basic,145,Open,1965-08-13,Hospital,General Acute Care Hospital,34.22138,-118.45639
106190525,MEMORIALCARE LONG BEACH MEDICAL CENTER,930000102,Parent Facility,2801 ATLANTIC AVE,LONG BEACH,90806,19,Los Angeles,Emergency - Basic,453,Open,1960-07-01,Hospital,General Acute Care Hospital,33.80801,-118.1852
106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,930000103,Parent Facility,300 W HUNTINGTON DR,ARCADIA,91007,19,Los Angeles,Emergency - Basic,348,Open,1957-05-23,Hospital,General Acute Care Hospital,34.13603,-118.03879
106190534,OLYMPIA MEDICAL CENTER,930000105,Parent Facility,5900 W Olympic Blvd,Los Angeles,90036,19,Los Angeles,Emergency - Basic,204,Suspense,2021-04-01,Hospital,General Acute Care Hospital,34.05754,-118.36008
106190541,MONROVIA MEMORIAL HOSPITAL,930000107,Parent Facility,323 S HELIOTROPE AVE,MONROVIA,91016,19,Los Angeles,None,49,Open,2008-10-03,Hospital,General Acute Care Hospital,34.149086,-117.992205
106190547,MONTEREY PARK HOSPITAL,930000108,Parent Facility,900 S ATLANTIC BLVD,MONTEREY PARK,91754,19,Los Angeles,Emergency - Basic,101,Open,1972-12-04,Hospital,General Acute Care Hospital,34.05308,-118.13665
106190552,MOTION PICTURE AND TELEVISION HOSPITAL,930000109,Parent Facility,23388 Mulholland Dr,Woodland Hills,91364,19,Los Angeles,Not Applicable,122,Open,1946-03-20,Hospital,Acute Psychiatric Hospital,34.1584,-118.63605
106190555,CEDARS-SINAI MEDICAL CENTER,930000110,Parent Facility,8700 Beverly Blvd,Los Angeles,90048,19,Los Angeles,Emergency - Basic,889,Open,1955-08-15,Hospital,General Acute Care Hospital,34.07681,-118.38061
106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,930000114,Parent Facility,18300 Roscoe Blvd,Northridge,91325,19,Los Angeles,Emergency - Basic,394,Open,1955-10-07,Hospital,General Acute Care Hospital,34.22075,-118.53186
106190570,NORWALK COMMUNITY HOSPITAL,930000039,Consolidated Facility,13222 BLOOMFIELD AVE,NORWALK,90650,19,Los Angeles,Emergency - Basic,50,Open,1955-02-28,Hospital,General Acute Care Hospital,33.91108,-118.0644
106190587,COLLEGE MEDICAL CENTER,930000117,Parent Facility,2776 PACIFIC AVE,LONG BEACH,90806,19,Los Angeles,Emergency - Basic,121,Open,1956-06-13,Hospital,General Acute Care Hospital,33.80759,-118.19355
106190599,KINDRED HOSPITAL PARAMOUNT,930000088,Parent Facility,16453 Colorado Ave,Paramount,90723,19,Los Angeles,None,177,Open,2005-02-15,Hospital,General Acute Care Hospital,33.8849,-118.16144
106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,930000128,Parent Facility,1798 N GAREY AVE,POMONA,91767,19,Los Angeles,Emergency - Basic,412,Open,1946-01-01,Hospital,General Acute Care Hospital,34.07709,-117.750621
106190631,PIH HEALTH HOSPITAL - WHITTIER,930000129,Parent Facility,12401 Washington Blvd,Whittier,90602,19,Los Angeles,Emergency - Basic,523,Open,1959-01-15,Hospital,General Acute Care Hospital,33.9697943,-118.049255
106190636,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,930000131,Parent Facility,1115 S SUNSET AVE,WEST COVINA,91790,19,Los Angeles,Emergency - Basic,325,Open,1962-12-16,Hospital,General Acute Care Hospital,34.06242,-117.94528
106190646,KAISER FOUNDATION HOSPITAL - MENTAL HEALTH CENTER,930000077,Consolidated Facility,765 W COLLEGE ST,LOS ANGELES,90012,19,Los Angeles,None,68,Open,1946-01-01,Hospital,General Acute Care Hospital,34.06657,-118.243391
106190661,L.A. DOWNTOWN MEDICAL CENTER,930000137,Parent Facility,1711 W TEMPLE ST,LOS ANGELES,90026,19,Los Angeles,None,116,Open,1999-07-07,Hospital,General Acute Care Hospital,34.06879,-118.26324
106190673,SAN DIMAS COMMUNITY HOSPITAL,930000139,Parent Facility,1350 W COVINA BLVD,SAN DIMAS,91773,19,Los Angeles,Emergency - Basic,101,Open,1972-10-30,Hospital,General Acute Care Hospital,34.099076,-117.834328
106190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,930000142,Parent Facility,1300 W 7TH ST,SAN PEDRO,90732,19,Los Angeles,Emergency - Basic,231,Open,1946-01-01,Hospital,General Acute Care Hospital,33.737939,-118.303893
106190681,DOCS SURGICAL HOSPITAL,930000143,Parent Facility,6000 SAN VICENTE BLVD,LOS ANGELES,90036,19,Los Angeles,None,17,Open,1954-07-08,Hospital,General Acute Care Hospital,34.0572,-118.36195
106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,930000146,Parent Facility,1250 16TH ST,SANTA MONICA,90404,19,Los Angeles,Emergency - Basic,281,Open,1946-01-01,Hospital,General Acute Care Hospital,34.027539,-118.486123
106190696,PACIFICA HOSPITAL OF THE VALLEY,930000148,Parent Facility,9449 SAN FERNANDO RD,SUN VALLEY,91352,19,Los Angeles,Emergency - Basic,231,Open,1946-12-30,Hospital,General Acute Care Hospital,34.24088,-118.39555
106190708,SHERMAN OAKS HOSPITAL,930000149,Parent Facility,4929 VAN NUYS BLVD,SHERMAN OAKS,91403,19,Los Angeles,Emergency - Basic,153,Open,1958-03-05,Hospital,General Acute Care Hospital,34.15995,-118.4488
106190754,ST. FRANCIS MEDICAL CENTER,930000157,Parent Facility,3630 E Imperial Hwy,Lynwood,90262,19,Los Angeles,Emergency - Basic,384,Open,1946-01-01,Hospital,General Acute Care Hospital,33.93085,-118.20415
106190756,SAINT JOHN'S HELATH CENTER,930000158,Parent Facility,2121 Santa Monica Blvd,Santa Monica,90404,19,Los Angeles,Emergency - Basic,266,Open,1949-01-01,Hospital,General Acute Care Hospital,34.029804,-118.478668
106190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,930000159,Parent Facility,501 S Buena Vista St,Burbank,91505,19,Los Angeles,Emergency - Basic,392,Open,1946-01-01,Hospital,General Acute Care Hospital,34.15486,-118.32655
106190766,COAST PLAZA HOSPITAL,930000162,Parent Facility,13100 Studebaker Rd,Norwalk,90650,19,Los Angeles,Emergency - Basic,117,Open,1958-04-10,Hospital,General Acute Care Hospital,33.91255,-118.09915
106190782,TARZANA TREATMENT CENTER,930000163,Parent Facility,18646 OXNARD ST,TARZANA,91356,19,Los Angeles,Not Applicable,60,Open,1970-07-01,Hospital,Acute Psychiatric Hospital,34.17923,-118.539761
106190796,RONALD REAGAN UCLA MEDICAL CENTER,930000165,Parent Facility,757 WESTWOOD PLAZA,LOS ANGELES,90095,19,Los Angeles,Emergency - Comprehensive,446,Open,1955-07-01,Hospital,General Acute Care Hospital,34.068889,-118.445
106190812,VALLEY PRESBYTERIAN HOSPITAL,930000170,Parent Facility,15107 Vanowen St,Van Nuys,91405,19,Los Angeles,Emergency - Basic,350,Open,1958-01-21,Hospital,General Acute Care Hospital,34.19396,-118.4632
106190814,SOUTHERN CALIFORNIA HOSPITAL AT VAN NUYS D/P APH,930000066,Distinct Part Facility,14433 EMELITA ST,VAN NUYS,91401,19,Los Angeles,None,59,Open,1964-04-22,Hospital,General Acute Care Hospital,34.17673,-118.44724
106190818,USC VERDUGO HILLS HOSPITAL,930000173,Parent Facility,1812 VERDUGO BLVD,GLENDALE,91208,19,Los Angeles,Emergency - Basic,158,Open,1972-12-08,Hospital,General Acute Care Hospital,34.20557,-118.2152
106190857,WEST COVINA MEDICAL CENTER,930000188,Parent Facility,725 S ORANGE AVE,WEST COVINA,91790,19,Los Angeles,None,46,Open,1958-11-07,Hospital,General Acute Care Hospital,34.07042,-117.94505
106190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,930000189,Parent Facility,7300 Medical Center Dr,West Hills,91307,19,Los Angeles,Emergency - Basic,260,Open,1962-11-07,Hospital,General Acute Care Hospital,34.20337,-118.62939
106190878,ADVENTIST HEALTH WHITE MEMORIAL,930000195,Parent Facility,1720 E Cesar E Chavez Ave,Los Angeles,90033,19,Los Angeles,Emergency - Basic,353,Open,1946-01-01,Hospital,General Acute Care Hospital,34.05085,-118.21691
106190883,WHITTIER HOSPITAL MEDICAL CENTER,930000402,Parent Facility,9080 COLIMA RD,WHITTIER,90605,19,Los Angeles,Emergency - Basic,178,Open,1957-05-05,Hospital,General Acute Care Hospital,33.95379,-118.00303
106190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,930000204,Parent Facility,150 Medical Plaza,LOS ANGELES,90095,19,Los Angeles,Not Applicable,74,Open,1957-11-01,Hospital,Acute Psychiatric Hospital,34.0650255,-118.4458953
106190949,HENRY MAYO NEWHALL HOSPITAL,930000206,Parent Facility,23845 McBean Pkwy,Valencia,91355,19,Los Angeles,Emergency - Basic,357,Open,1975-07-30,Hospital,General Acute Care Hospital,34.39545,-118.55476
106190958,DEPARTMENT OF STATE HOSPITAL-METROPOLITAN,170000832,Parent Facility,11401 Bloomfield Ave,Norwalk,90650,19,Los Angeles,Not Applicable,"1,106",Open,1916-02-16,Hospital,Acute Psychiatric Hospital,33.9241831,-118.0640187
106191216,USC KENNETH NORRIS JR. CANCER HOSPITAL,930000267,Parent Facility,1441 Eastlake Ave,Los Angeles,90033,19,Los Angeles,None,60,Open,1983-04-11,Hospital,General Acute Care Hospital,34.062,-118.20471
106191225,TOM REDGATE MEMORIAL RECOVERY CENTER,930000272,Parent Facility,1775 CHESTNUT AVE,LONG BEACH,90813,19,Los Angeles,Not Applicable,63,Open,1983-02-25,Hospital,Chemical Dep. Recovery Hospital,33.7894,-118.19647
106191227,LAC/HARBOR-UCLA MEDICAL CENTER,060000129,Parent Facility,1000 W Carson St,Torrance,90502,19,Los Angeles,Emergency - Basic,453,Open,1953-07-01,Hospital,General Acute Care Hospital,33.83155,-118.29353
106191228,LAC+USC MEDICAL CENTER,060000130,Parent Facility,1200 N State St,Los Angeles,90033,19,Los Angeles,Emergency - Comprehensive,676,Open,1953-01-01,Hospital,General Acute Care Hospital,34.05982,-118.21031
106191230,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",060000132,Parent Facility,1680 E 120th St,Los Angeles,90059,19,Los Angeles,Emergency - Basic,131,Open,2015-03-01,Hospital,General Acute Care Hospital,33.92453,-118.2435
106191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,060000133,Parent Facility,14445 OLIVE VIEW DR,SYLMAR,91342,19,Los Angeles,Emergency - Basic,355,Open,1959-10-20,Hospital,General Acute Care Hospital,34.32418,-118.45255
106191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,060000161,Parent Facility,7601 IMPERIAL HWY,DOWNEY,90242,19,Los Angeles,None,158,Open,1966-09-01,Hospital,General Acute Care Hospital,33.92723,-118.15795
106191450,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,930000358,Parent Facility,5601 DE SOTO AVE,WOODLAND HILLS,91367,19,Los Angeles,Emergency - Basic,274,Open,1986-04-08,Hospital,General Acute Care Hospital,34.17198,-118.58829
106194010,AMERICAN RECOVERY CENTER,930000412,Parent Facility,2180 Valley Blvd,Pomona,91768,19,Los Angeles,Not Applicable,40,Open,1987-07-01,Hospital,Chemical Dep. Recovery Hospital,34.06133,-117.79059
106194044,BELLWOOD HEALTH CENTER,MH2067005,Parent Facility,17800 WOODRUFF AVE,BELLFLOWER,90706,19,Los Angeles,Not Applicable,67,Suspense,1995-04-24,Hospital,Psychiatric Health Facility,33.87092,-118.1171
106194219,KECK HOSPITAL OF USC,930000459,Parent Facility,1500 SAN PABLO ST,LOS ANGELES,90033,19,Los Angeles,None,401,Open,1991-05-17,Hospital,General Acute Care Hospital,34.06284,-118.20287
106194967,STAR VIEW ADOLESCENT - P H F,M02016029,Parent Facility,4025 W 226TH ST,TORRANCE,90505,19,Los Angeles,Not Applicable,16,Open,1996-11-01,Hospital,Psychiatric Health Facility,33.82363,-118.35565
106194981,LA CASA PSYCHIATRIC HEALTH FACILITY,M02014031,Parent Facility,6060 N PARAMOUNT BLVD,LONG BEACH,90805,19,Los Angeles,Not Applicable,16,Open,1997-11-10,Hospital,Psychiatric Health Facility,33.86412,-118.15979
106196035,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,930000920,Parent Facility,1011 BALDWIN PARK BLVD,BALDWIN PARK,91706,19,Los Angeles,Emergency - Basic,272,Open,1998-10-07,Hospital,General Acute Care Hospital,34.06348,-117.986
106196168,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH,930000949,Parent Facility,2801 Atlantic Ave,Long Beach,90806,19,Los Angeles,None,357,Open,2000-06-30,Hospital,General Acute Care Hospital,33.80807,-118.18506
106196403,KAISER FOUNDATION HOSPITAL - DOWNEY,930000078,Parent Facility,9333 Imperial Hwy,Downey,90242,19,Los Angeles,Emergency - Basic,352,Open,2009-08-31,Hospital,General Acute Care Hospital,33.9171234,-118.1290216
106196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,550000621,Parent Facility,7150 TAMPA AVE,RESEDA,91335,19,Los Angeles,Not Applicable,249,Open,2007-10-02,Hospital,Acute Psychiatric Hospital,34.20014,-118.55341
106196405,PALMDALE REGIONAL MEDICAL CENTER,930000085,Parent Facility,38600 Medical Center Dr,Palmdale,93551,19,Los Angeles,Emergency - Basic,184,Open,2010-12-09,Hospital,General Acute Care Hospital,34.5843754,-118.1443461
106197931,EXODUS RECOVERY P.H.F.,M20016052,Parent Facility,9808 Venice Blvd,Culver City,90232,19,Los Angeles,Not Applicable,16,Open,2013-12-10,Hospital,Psychiatric Health Facility,34.02359,-118.39817
106198495,OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,M02020043,Parent Facility,2600 Redondo Ave,Long Beach,90806,19,Los Angeles,Not Applicable,36,Open,2017-01-01,Hospital,Psychiatric Health Facility,33.8043,-118.1513
106201281,MADERA COMMUNITY HOSPITAL,040000191,Parent Facility,1250 E Almond Ave,Madera,93637,20,Madera,Emergency - Basic,106,Open,1971-09-30,Hospital,General Acute Care Hospital,36.94538,-120.0447
106204019,VALLEY CHILDREN'S HOSPITAL,040000160,Parent Facility,9300 Valley Children's Pl,Madera,93636,20,Madera,Emergency - Basic,358,Open,1998-08-31,Hospital,General Acute Care Hospital,36.88439,-119.80042
106210992,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,110000357,Parent Facility,99 MONTECILLO RD,SAN RAFAEL,94903,21,Marin,Emergency - Basic,116,Open,1966-12-09,Hospital,General Acute Care Hospital,38.0041,-122.55376
106210993,KENTFIELD HOSPITAL,110000358,Parent Facility,1125 SIR FRANCIS DRAKE BLVD.,KENTFIELD,94904,21,Marin,None,60,Open,1963-09-24,Hospital,General Acute Care Hospital,37.9588587,-122.5529638
106211006,MARINHEALTH MEDICAL CENTER,110000361,Parent Facility,250 BON AIR RD,GREENBRAE,94904,21,Marin,Emergency - Basic,327,Open,1952-05-16,Hospital,General Acute Care Hospital,37.94651,-122.53715
106214034,NOVATO COMMUNITY HOSPITAL,110000375,Parent Facility,180 Rowland Way,Novato,94945,21,Marin,Emergency - Basic,47,Open,2001-05-20,Hospital,General Acute Care Hospital,38.09827,-122.55974
106220733,JOHN C FREMONT HEALTHCARE DISTRICT,040000108,Parent Facility,5189 Hospital Rd,Mariposa,95338,22,Mariposa,Emergency - Standby,34,Open,1951-10-01,Hospital,General Acute Care Hospital,37.50045,-119.97698
106231013,ADVENTIST HEALTH MENDOCINO COAST,110000040,Parent Facility,700 RIVER DR,FORT BRAGG,95437,23,Mendocino,Emergency - Standby,25,Open,1971-07-01,Hospital,General Acute Care Hospital,39.4326,-123.80068
